# sample_id: compound number in the SI
# fc_gap: vertical excitation energy in eV (frozen core approximation)
# fluo_peak_w: emission energy in eV
# fc_corr: energy difference between vertical excitation energy and emission energy in eV
# osc_strength: oscillator strength of vertical transition
# fluo_rate_abs: fluorescence rate estimated from oscillator strength and excitation energy of vertical transition, in 1e6 s-1
# fluo_rate_em: fluorescence rate estimated from Franck-Condon calculations, in 1e6 s-1
sample_id,fc_gap,fluo_peak_w,fc_corr,osc_strength,fluo_rate_abs,fluo_rate_em
S260,2.144524e+00,2.007916e+00,1.366078e-01,2.743260e-03,5.474420e-01,4.047774e-01
S261,2.152594e+00,2.036732e+00,1.158619e-01,4.369386e-03,8.785250e-01,6.779844e-01
S262,2.148849e+00,2.045320e+00,1.035295e-01,6.631607e-03,1.328741e+00,1.054092e+00
S263,2.055633e+00,1.943333e+00,1.123001e-01,6.095050e-03,1.117578e+00,8.596377e-01
S264,2.062364e+00,1.915516e+00,1.468483e-01,7.115582e-03,1.313260e+00,9.269050e-01
S265,2.080590e+00,1.932403e+00,1.481869e-01,3.676754e-03,6.906325e-01,4.862933e-01
S266,2.207035e+00,2.084594e+00,1.224410e-01,5.909864e-03,1.249124e+00,9.557845e-01
S267,2.140313e+00,2.026306e+00,1.140067e-01,4.693324e-03,9.329208e-01,7.209014e-01
S268,2.137552e+00,2.031571e+00,1.059815e-01,7.526851e-03,1.492301e+00,1.177370e+00
S269,2.196236e+00,2.071203e+00,1.250332e-01,5.618996e-03,1.176052e+00,8.930487e-01
S270,2.062636e+00,1.947848e+00,1.147885e-01,5.975258e-03,1.103092e+00,8.439673e-01
S271,2.066075e+00,1.926676e+00,1.393997e-01,7.865439e-03,1.456884e+00,1.048609e+00
S272,2.083325e+00,1.942420e+00,1.409049e-01,3.337969e-03,6.286454e-01,4.511852e-01
S273,2.432004e+00,2.289346e+00,1.426584e-01,7.970075e-04,2.045505e-01,1.536709e-01
S274,2.408945e+00,2.287668e+00,1.212770e-01,1.598827e-02,4.025916e+00,3.172887e+00
S275,2.524965e+00,2.427382e+00,9.758291e-02,2.261454e-02,6.256164e+00,5.192354e+00
S276,1.924117e+00,1.773947e+00,1.501705e-01,8.339256e-03,1.339677e+00,9.262272e-01
S277,1.976289e+00,1.651394e+00,3.248947e-01,8.552079e-03,1.449380e+00,6.029226e-01
S278,2.050672e+00,1.831465e+00,2.192077e-01,4.438250e-03,8.098673e-01,4.869677e-01
S279,2.022922e+00,1.884769e+00,1.381528e-01,7.003570e-03,1.243619e+00,8.905452e-01
S280,2.105661e+00,1.962394e+00,1.432673e-01,1.927901e-02,3.709123e+00,2.672677e+00
S281,2.022923e+00,1.892105e+00,1.308173e-01,3.354374e-03,5.956340e-01,4.358279e-01
S282,2.057613e+00,1.917940e+00,1.396724e-01,5.992945e-03,1.100974e+00,8.031973e-01
S283,2.004795e+00,1.882187e+00,1.226073e-01,1.511861e-02,2.636703e+00,1.960416e+00
S284,2.061042e+00,1.884423e+00,1.766183e-01,1.637459e-03,3.018239e-01,2.080407e-01
S285,1.806602e+00,1.706722e+00,9.988002e-02,1.425660e-02,2.019065e+00,1.551701e+00
S286,1.961747e+00,1.782453e+00,1.792944e-01,1.653489e-02,2.761193e+00,1.747067e+00
S287,1.845025e+00,1.653104e+00,1.919211e-01,1.976470e-03,2.919472e-01,1.737544e-01
S288,2.210456e+00,2.050214e+00,1.602422e-01,4.151508e-03,8.801954e-01,6.165051e-01
S289,2.153717e+00,2.060636e+00,9.308085e-02,3.881384e-04,7.812201e-02,6.367330e-02
S290,2.200352e+00,2.096185e+00,1.041674e-01,8.194358e-03,1.721508e+00,1.373006e+00
S291,2.008896e+00,1.900907e+00,1.079884e-01,8.435277e-03,1.477147e+00,1.140549e+00
S292,2.034312e+00,1.902004e+00,1.323088e-01,1.418747e-02,2.547708e+00,1.858086e+00
S293,1.997807e+00,1.842866e+00,1.549406e-01,2.034011e-03,3.522652e-01,2.406697e-01
S294,2.079774e+00,1.953574e+00,1.261995e-01,6.782538e-03,1.273016e+00,9.484506e-01
S295,2.053607e+00,1.925937e+00,1.276693e-01,1.209595e-02,2.213523e+00,1.638538e+00
S296,2.068726e+00,1.949046e+00,1.196800e-01,1.859843e-03,3.453756e-01,2.621517e-01
S297,2.034292e+00,1.926284e+00,1.080078e-01,7.887782e-03,1.416417e+00,1.096886e+00
S298,2.065012e+00,1.943773e+00,1.212391e-01,1.072032e-02,1.983638e+00,1.491634e+00
S299,2.067454e+00,1.912406e+00,1.550489e-01,2.690687e-03,4.990507e-01,3.455143e-01
S300,2.084117e+00,1.966987e+00,1.171303e-01,6.474063e-03,1.220199e+00,9.295351e-01
S301,2.076163e+00,1.948725e+00,1.274378e-01,1.039204e-02,1.943717e+00,1.444081e+00
S302,2.093231e+00,1.966516e+00,1.267154e-01,1.890882e-03,3.595078e-01,2.695468e-01
S303,1.947286e+00,1.831250e+00,1.160354e-01,1.062869e-02,1.748835e+00,1.313744e+00
S304,2.002479e+00,1.854635e+00,1.478440e-01,1.086765e-02,1.890954e+00,1.317388e+00
S305,1.962038e+00,1.779797e+00,1.822408e-01,1.662237e-03,2.776627e-01,1.749719e-01
S306,2.156811e+00,2.022637e+00,1.341745e-01,5.195866e-03,1.048798e+00,7.753303e-01
S307,2.128536e+00,2.030642e+00,9.789460e-02,1.076653e-02,2.116641e+00,1.700939e+00
S308,2.144491e+00,2.046198e+00,9.829371e-02,9.402269e-04,1.876251e-01,1.506245e-01
S309,2.409088e+00,2.285528e+00,1.235607e-01,1.035090e-03,2.606712e-01,2.032885e-01
S310,2.418443e+00,2.304780e+00,1.136629e-01,1.968393e-02,4.995660e+00,4.004614e+00
S311,2.523500e+00,2.434383e+00,8.911714e-02,2.169700e-02,5.995369e+00,5.067115e+00
S312,2.013062e+00,1.894349e+00,1.187128e-01,7.061524e-03,1.241716e+00,9.425085e-01
S313,1.994543e+00,1.705416e+00,2.891271e-01,9.143803e-03,1.578422e+00,7.705749e-01
S314,2.061311e+00,1.856496e+00,2.048150e-01,3.854804e-03,7.107209e-01,4.316552e-01
S315,1.861612e+00,1.746105e+00,1.155075e-01,1.116443e-02,1.678898e+00,1.247106e+00
S316,1.940214e+00,1.789557e+00,1.506565e-01,1.432547e-02,2.340010e+00,1.594203e+00
S317,1.902776e+00,1.722171e+00,1.806055e-01,1.135953e-03,1.784618e-01,1.114429e-01
S318,2.225902e+00,2.095512e+00,1.303891e-01,4.689992e-03,1.008309e+00,7.597575e-01
S319,2.234782e+00,2.128589e+00,1.061933e-01,6.608248e-04,1.432077e-01,1.141623e-01
S320,2.165605e+00,2.065144e+00,1.004605e-01,9.077935e-03,1.847374e+00,1.481959e+00
S321,2.082485e+00,1.982950e+00,9.953497e-02,6.153860e-03,1.158033e+00,9.213007e-01
S322,2.139736e+00,2.006479e+00,1.332571e-01,8.899781e-03,1.768110e+00,1.312658e+00
S323,2.158322e+00,2.007779e+00,1.505431e-01,5.567366e-03,1.125361e+00,8.022246e-01
S324,2.127187e+00,2.012827e+00,1.143595e-01,4.330075e-03,8.501902e-01,6.558534e-01
S325,2.133616e+00,2.008823e+00,1.247929e-01,1.950339e-03,3.852583e-01,2.917369e-01
S326,2.148763e+00,2.007168e+00,1.415946e-01,8.982251e-03,1.799582e+00,1.311862e+00
S327,1.733792e+00,1.576854e+00,1.569379e-01,1.310701e-02,1.709649e+00,1.094039e+00
S328,1.908255e+00,1.742526e+00,1.657293e-01,1.446383e-02,2.285419e+00,1.487281e+00
S329,2.043707e+00,1.855104e+00,1.886033e-01,2.256805e-03,4.090166e-01,2.608286e-01
S330,2.258010e+00,2.114049e+00,1.439612e-01,3.592402e-03,7.947787e-01,5.824250e-01
S331,2.238809e+00,2.134630e+00,1.041793e-01,8.362356e-04,1.818747e-01,1.456796e-01
S332,2.193278e+00,2.107267e+00,8.601033e-02,1.006990e-02,2.101949e+00,1.744300e+00
S333,2.054570e+00,1.933138e+00,1.214324e-01,6.854756e-03,1.255578e+00,9.427863e-01
S334,2.109877e+00,1.963565e+00,1.463117e-01,5.943137e-03,1.147993e+00,8.173630e-01
S335,2.088480e+00,1.928729e+00,1.597510e-01,2.870357e-03,5.432580e-01,3.733516e-01
S336,2.173176e+00,2.054340e+00,1.188359e-01,3.979250e-03,8.154557e-01,6.258099e-01
S337,2.170165e+00,2.058847e+00,1.113183e-01,5.661811e-03,1.157046e+00,9.034805e-01
S338,2.192381e+00,2.082984e+00,1.093967e-01,2.270093e-03,4.734622e-01,3.722781e-01
S339,2.408078e+00,2.295775e+00,1.123023e-01,1.994089e-03,5.017590e-01,4.007768e-01
S340,2.427809e+00,2.326442e+00,1.013664e-01,4.679911e-03,1.196950e+00,9.795095e-01
S341,2.330556e+00,2.200319e+00,1.302369e-01,3.260469e-03,7.684376e-01,5.856023e-01
S342,2.634814e+00,2.457396e+00,1.774173e-01,4.106879e-05,1.237147e-02,9.110973e-03
S343,2.726519e+00,2.627183e+00,9.933575e-02,1.595337e-02,5.146110e+00,4.319009e+00
S344,2.088720e+00,1.866135e+00,2.225847e-01,6.999891e-03,1.325138e+00,7.750179e-01
S345,2.558620e+00,2.427457e+00,1.311633e-01,9.421996e-05,2.676480e-02,2.089568e-02
S346,2.647822e+00,2.539863e+00,1.079588e-01,1.104902e-02,3.361327e+00,2.764996e+00
S347,2.165368e+00,1.999873e+00,1.654948e-01,6.476738e-03,1.317739e+00,9.074915e-01
S348,2.479139e+00,2.362416e+00,1.167232e-01,7.290502e-04,1.944325e-01,1.552347e-01
S349,2.554251e+00,2.452428e+00,1.018224e-01,6.463819e-03,1.829893e+00,1.509970e+00
S350,2.246470e+00,2.122180e+00,1.242895e-01,4.700951e-03,1.029429e+00,7.885701e-01
S351,2.446574e+00,2.343632e+00,1.029419e-01,1.659291e-03,4.309720e-01,3.525461e-01
S352,2.477872e+00,2.371943e+00,1.059288e-01,6.534645e-03,1.740962e+00,1.417729e+00
S353,2.190236e+00,2.032387e+00,1.578485e-01,7.401107e-03,1.540593e+00,1.086580e+00
S354,2.394184e+00,2.297206e+00,9.697781e-02,2.542666e-03,6.324321e-01,5.208987e-01
S355,2.274231e+00,2.160847e+00,1.133832e-01,4.839175e-03,1.086050e+00,8.539575e-01
S356,2.434876e+00,2.324787e+00,1.100889e-01,4.092465e-03,1.052805e+00,8.463145e-01
S357,2.383311e+00,2.286811e+00,9.649944e-02,2.808099e-03,6.921230e-01,5.706635e-01
S358,2.424098e+00,2.309554e+00,1.145438e-01,4.194947e-03,1.069637e+00,8.529756e-01
S359,2.277708e+00,2.163316e+00,1.143920e-01,5.194911e-03,1.169455e+00,9.194472e-01
S360,2.654057e+00,2.506288e+00,1.477690e-01,1.225112e-04,3.744606e-02,2.856363e-02
S361,2.763752e+00,2.668063e+00,9.568965e-02,1.811487e-02,6.004032e+00,5.083764e+00
S362,2.078053e+00,1.751560e+00,3.264928e-01,7.380785e-03,1.383010e+00,7.195687e-01
S363,2.285662e+00,2.197883e+00,8.777884e-02,6.052038e-03,1.371941e+00,1.144361e+00
S364,2.251241e+00,2.107957e+00,1.432848e-01,3.639190e-03,8.003103e-01,5.867731e-01
S365,2.241258e+00,2.085137e+00,1.561212e-01,5.688419e-03,1.239895e+00,8.816965e-01
S366,2.104259e+00,2.021798e+00,8.246161e-02,1.185976e-02,2.278683e+00,1.897592e+00
S367,2.084679e+00,1.900215e+00,1.844634e-01,3.972364e-03,7.490950e-01,4.826243e-01
S368,2.398281e+00,2.284710e+00,1.135710e-01,6.124796e-03,1.528626e+00,1.219492e+00
S369,2.275014e+00,2.194984e+00,8.002993e-02,6.279901e-03,1.410362e+00,1.194599e+00
S370,2.238147e+00,2.103569e+00,1.345774e-01,4.835635e-03,1.051091e+00,7.850810e-01
S371,2.254367e+00,2.127148e+00,1.272190e-01,7.414514e-03,1.635089e+00,1.245758e+00
S372,2.297741e+00,2.217841e+00,7.989996e-02,5.729953e-03,1.312692e+00,1.115631e+00
S373,2.300063e+00,2.161755e+00,1.383084e-01,3.920885e-03,9.000636e-01,6.723742e-01
S374,2.288915e+00,2.177862e+00,1.110532e-01,6.275539e-03,1.426658e+00,1.131242e+00
S375,2.217258e+00,2.140661e+00,7.659742e-02,8.565662e-03,1.827272e+00,1.554228e+00
S376,2.196078e+00,2.037270e+00,1.588082e-01,3.914285e-03,8.191388e-01,5.752452e-01
S377,2.350939e+00,2.247816e+00,1.031236e-01,5.860202e-03,1.405416e+00,1.140160e+00
S378,2.642236e+00,2.497855e+00,1.443817e-01,7.950745e-05,2.408578e-02,1.846928e-02
S379,2.765158e+00,2.663160e+00,1.019985e-01,1.833711e-02,6.083876e+00,5.100049e+00
S380,2.112906e+00,1.851975e+00,2.609311e-01,7.378965e-03,1.429438e+00,8.053202e-01
S381,2.151173e+00,2.068581e+00,8.259180e-02,9.693753e-03,1.946489e+00,1.626533e+00
S382,2.151736e+00,1.989125e+00,1.626112e-01,4.726100e-03,9.494906e-01,6.546877e-01
S383,2.404615e+00,2.289780e+00,1.148352e-01,3.611494e-03,9.061239e-01,7.199158e-01
S384,2.336678e+00,2.239472e+00,9.720574e-02,3.571930e-03,8.462727e-01,6.945036e-01
S385,2.396971e+00,2.279394e+00,1.175765e-01,2.925071e-03,7.292414e-01,5.762852e-01
S386,2.342345e+00,2.212703e+00,1.296418e-01,5.277258e-03,1.256376e+00,9.644523e-01
S387,2.047961e+00,1.942826e+00,1.051353e-01,1.192502e-02,2.170261e+00,1.700665e+00
S388,2.284816e+00,2.122107e+00,1.627096e-01,3.040962e-03,6.888477e-01,4.895068e-01
S389,2.417906e+00,2.321545e+00,9.636125e-02,5.023673e-03,1.274412e+00,1.053278e+00
S390,2.304192e+00,2.215010e+00,8.918160e-02,4.889029e-03,1.126340e+00,9.367234e-01
S391,2.324732e+00,2.201281e+00,1.234502e-01,2.690997e-03,6.310568e-01,4.883588e-01
S392,2.400333e+00,2.299053e+00,1.012805e-01,2.934892e-03,7.337443e-01,6.003024e-01
S393,2.396733e+00,2.321207e+00,7.552600e-02,6.706894e-03,1.671746e+00,1.439085e+00
S394,2.388483e+00,2.315452e+00,7.303075e-02,6.292055e-03,1.557565e+00,1.349575e+00
S395,2.314855e+00,2.227162e+00,8.769243e-02,5.821616e-03,1.353632e+00,1.129635e+00
S396,2.670065e+00,2.562118e+00,1.079474e-01,8.131934e-03,2.515632e+00,2.069903e+00
S397,2.688772e+00,2.619959e+00,6.881252e-02,2.409382e-02,7.558282e+00,6.692593e+00
S398,2.136099e+00,1.910233e+00,2.258655e-01,8.669926e-03,1.716594e+00,1.096449e+00
S399,2.581350e+00,2.472850e+00,1.084998e-01,5.820922e-03,1.683042e+00,1.374062e+00
S400,2.609542e+00,2.541494e+00,6.804795e-02,1.787300e-02,5.281237e+00,4.666011e+00
S401,2.162215e+00,2.021128e+00,1.410870e-01,9.460664e-03,1.919238e+00,1.407112e+00
S402,2.485080e+00,2.394481e+00,9.059877e-02,3.952349e-03,1.059121e+00,8.892950e-01
S403,2.523444e+00,2.453540e+00,6.990409e-02,1.228514e-02,3.394510e+00,2.980456e+00
S404,2.227054e+00,2.127797e+00,9.925732e-02,7.987875e-03,1.719105e+00,1.395936e+00
S405,2.431612e+00,2.349381e+00,8.223052e-02,8.925844e-03,2.290063e+00,1.952269e+00
S406,2.457719e+00,2.387506e+00,7.021257e-02,8.060174e-03,2.112605e+00,1.845226e+00
S407,2.342073e+00,2.237866e+00,1.042073e-01,4.133796e-03,9.839195e-01,8.137876e-01
S408,2.379961e+00,2.300727e+00,7.923397e-02,6.439844e-03,1.582795e+00,1.351034e+00
S409,2.258135e+00,2.177586e+00,8.054852e-02,5.831769e-03,1.290356e+00,1.088993e+00
S410,2.414038e+00,2.336466e+00,7.757275e-02,6.410691e-03,1.621074e+00,1.393225e+00
S411,2.367881e+00,2.288524e+00,7.935643e-02,7.452937e-03,1.813246e+00,1.545925e+00
S412,2.403765e+00,2.324306e+00,7.945987e-02,5.937682e-03,1.488712e+00,1.274081e+00
S413,2.262554e+00,2.181857e+00,8.069705e-02,5.519359e-03,1.226016e+00,1.036344e+00
S414,2.693449e+00,2.570306e+00,1.231427e-01,9.978052e-03,3.141035e+00,2.518784e+00
S415,2.720589e+00,2.649868e+00,7.072110e-02,2.574822e-02,8.269567e+00,7.306158e+00
S416,2.204109e+00,2.010145e+00,1.939644e-01,7.007337e-03,1.477164e+00,1.044828e+00
S417,2.288284e+00,2.205680e+00,8.260383e-02,1.709521e-02,3.884221e+00,3.275926e+00
S418,2.268511e+00,2.164435e+00,1.040755e-01,2.131124e-03,4.758828e-01,3.824144e-01
S419,2.240024e+00,2.120316e+00,1.197073e-01,4.442636e-03,9.672874e-01,7.725453e-01
S420,2.109401e+00,2.000494e+00,1.089074e-01,1.701701e-02,3.285574e+00,2.569853e+00
S421,2.104777e+00,1.951906e+00,1.528704e-01,1.853479e-04,3.562945e-02,2.502393e-02
S422,2.387866e+00,2.295194e+00,9.267239e-02,2.357273e-03,5.832293e-01,4.852369e-01
S423,2.227871e+00,2.149711e+00,7.815959e-02,1.342100e-02,2.890509e+00,2.451795e+00
S424,2.231561e+00,2.127976e+00,1.035855e-01,1.478648e-03,3.195156e-01,2.558220e-01
S425,2.257785e+00,2.168977e+00,8.880732e-02,5.359013e-03,1.185385e+00,9.882812e-01
S426,2.266687e+00,2.190557e+00,7.612977e-02,1.095735e-02,2.442858e+00,2.083379e+00
S427,2.294513e+00,2.191387e+00,1.031265e-01,2.365339e-03,5.403611e-01,4.355482e-01
S428,2.281123e+00,2.201144e+00,7.997894e-02,5.158641e-03,1.164775e+00,9.901233e-01
S429,2.179636e+00,2.092309e+00,8.732653e-02,1.242022e-02,2.560393e+00,2.119819e+00
S430,2.196017e+00,2.068415e+00,1.276023e-01,7.872110e-04,1.647298e-01,1.243346e-01
S431,2.352357e+00,2.274640e+00,7.771738e-02,3.646994e-03,8.756916e-01,7.484551e-01
S432,2.689384e+00,2.583933e+00,1.054513e-01,1.226912e-02,3.850602e+00,3.188072e+00
S433,2.730356e+00,2.658869e+00,7.148665e-02,2.521071e-02,8.155172e+00,7.208097e+00
S434,2.202930e+00,2.064591e+00,1.383385e-01,6.478648e-03,1.364254e+00,1.015659e+00
S435,2.122116e+00,2.027849e+00,9.426673e-02,1.448997e-02,2.831492e+00,2.296024e+00
S436,2.155288e+00,2.024556e+00,1.307320e-01,5.934244e-04,1.196150e-01,8.932565e-02
S437,2.434933e+00,2.350312e+00,8.462173e-02,3.127596e-03,8.046266e-01,6.818374e-01
S438,2.336512e+00,2.259115e+00,7.739689e-02,8.553962e-03,2.026343e+00,1.731669e+00
S439,2.360438e+00,2.276121e+00,8.431666e-02,5.221505e-03,1.262381e+00,1.066459e+00
S440,2.321009e+00,2.239444e+00,8.156443e-02,3.695819e-03,8.639206e-01,7.351208e-01
S441,2.092037e+00,1.971266e+00,1.207714e-01,1.441717e-02,2.737969e+00,2.071678e+00
S442,2.314940e+00,2.205280e+00,1.096605e-01,2.786918e-03,6.480570e-01,5.183078e-01
S443,2.454813e+00,2.364095e+00,9.071833e-02,2.570357e-03,6.721091e-01,5.630422e-01
S444,2.291213e+00,2.212567e+00,7.864585e-02,7.380235e-03,1.681166e+00,1.428655e+00
S445,2.300216e+00,2.204975e+00,9.524064e-02,2.992276e-03,6.869870e-01,5.647406e-01
S446,2.394286e+00,2.320343e+00,7.394310e-02,3.562934e-03,8.862769e-01,7.656939e-01
S447,2.550695e+00,2.416429e+00,1.342659e-01,1.300947e-04,3.672705e-02,2.842992e-02
S448,2.459743e+00,2.352456e+00,1.072872e-01,1.415129e-03,3.715227e-01,3.012976e-01
S449,2.603533e+00,2.503455e+00,1.000777e-01,3.208189e-03,9.436167e-01,7.843156e-01
S450,3.039247e+00,2.936195e+00,1.030521e-01,1.421732e-02,5.698482e+00,4.858998e+00
S451,2.692067e+00,2.542757e+00,1.493097e-01,1.173229e-03,3.689470e-01,2.823243e-01
S452,2.605342e+00,2.486924e+00,1.184174e-01,3.918220e-03,1.154058e+00,9.295207e-01
S453,2.246778e+00,2.041997e+00,2.047810e-01,3.834040e-05,8.398207e-03,5.323314e-03
S454,2.182461e+00,2.004667e+00,1.777943e-01,7.721132e-04,1.595818e-01,1.067913e-01
S455,2.439312e+00,2.346528e+00,9.278380e-02,3.062550e-03,7.907285e-01,6.593117e-01
S456,2.572141e+00,2.489749e+00,8.239222e-02,7.006018e-03,2.011270e+00,1.728171e+00
S457,2.689103e+00,2.599976e+00,8.912736e-02,1.151317e-02,3.612596e+00,3.109432e+00
S458,3.214690e+00,3.132815e+00,8.187510e-02,3.941011e-02,1.767239e+01,1.577938e+01
S459,3.132260e+00,3.057039e+00,7.522040e-02,4.393028e-02,1.870204e+01,1.673789e+01
S460,2.564212e+00,2.469819e+00,9.439312e-02,6.842630e-03,1.952273e+00,1.645411e+00
S461,2.879846e+00,2.788267e+00,9.157896e-02,2.198440e-02,7.911568e+00,6.814497e+00
S462,3.233511e+00,3.158201e+00,7.530933e-02,5.242985e-02,2.378684e+01,2.142050e+01
S463,2.883438e+00,2.774422e+00,1.090158e-01,1.256769e-02,4.534048e+00,3.791622e+00
S464,2.819826e+00,2.719925e+00,9.990023e-02,1.713979e-02,5.913704e+00,5.005116e+00
S465,2.824057e+00,2.728633e+00,9.542389e-02,2.316804e-02,8.017626e+00,6.850531e+00
S466,2.860562e+00,2.733959e+00,1.266031e-01,2.539066e-02,9.015425e+00,7.347059e+00
S467,2.617864e+00,2.517875e+00,9.998970e-02,1.420497e-02,4.224196e+00,3.542675e+00
S468,2.690747e+00,2.569472e+00,1.212744e-01,1.569580e-02,4.931041e+00,3.993497e+00
S469,2.635179e+00,2.531647e+00,1.035317e-01,2.450476e-02,7.383805e+00,6.167053e+00
S470,2.522622e+00,2.427749e+00,9.487276e-02,5.848748e-03,1.615016e+00,1.349068e+00
S471,2.042759e+00,1.974554e+00,6.820462e-02,1.198913e-02,2.170857e+00,1.866790e+00
S472,2.294243e+00,2.206780e+00,8.746270e-02,1.108003e-02,2.530635e+00,2.120981e+00
S473,2.146501e+00,2.071241e+00,7.525940e-02,1.344350e-02,2.687719e+00,2.286873e+00
S474,2.238074e+00,2.152474e+00,8.559952e-02,1.981155e-02,4.306027e+00,3.610924e+00
S475,2.632183e+00,2.537355e+00,9.482733e-02,1.799915e-02,5.411200e+00,4.592763e+00
S476,2.503190e+00,2.405331e+00,9.785925e-02,9.495002e-03,2.581620e+00,2.142547e+00
S477,2.643968e+00,2.541300e+00,1.026683e-01,1.557159e-02,4.723403e+00,3.946783e+00
S478,2.567566e+00,2.467111e+00,1.004548e-01,1.552352e-02,4.440612e+00,3.700179e+00
S479,2.616829e+00,2.525250e+00,9.157877e-02,2.849633e-02,8.467379e+00,7.215652e+00
S480,2.843225e+00,2.752435e+00,9.078994e-02,6.721452e-02,2.357735e+01,2.045816e+01
S481,2.711334e+00,2.623226e+00,8.810756e-02,8.719196e-02,2.781326e+01,2.393347e+01
S482,2.526636e+00,2.426004e+00,1.006327e-01,9.995223e-03,2.768774e+00,2.298847e+00
S483,2.652469e+00,2.569992e+00,8.247624e-02,2.637076e-02,8.050682e+00,7.000250e+00
S484,2.627886e+00,2.368759e+00,2.591267e-01,1.436443e-02,4.304383e+00,2.694708e+00
S485,2.606176e+00,1.974495e+00,6.316809e-01,2.313334e-03,6.817975e-01,2.837149e-01
S486,2.889278e+00,2.802347e+00,8.693122e-02,6.998140e-02,2.534959e+01,2.233666e+01
S487,2.754548e+00,2.675392e+00,7.915586e-02,9.417494e-02,3.100599e+01,2.725754e+01
S488,2.282406e+00,2.101286e+00,1.811204e-01,9.340225e-02,2.111314e+01,1.515129e+01
S489,2.728503e+00,2.632895e+00,9.560720e-02,1.798976e-02,5.811440e+00,4.947715e+00
S490,2.684372e+00,1.665440e+00,1.018932e+00,2.005053e-03,6.269323e-01,1.478139e-01
S491,2.964452e+00,2.865109e+00,9.934207e-02,5.244221e-02,1.999766e+01,1.730019e+01
S492,2.831165e+00,2.736138e+00,9.502751e-02,7.400936e-02,2.574107e+01,2.209181e+01
S493,2.463624e+00,2.392852e+00,7.077230e-02,8.158717e-03,2.148723e+00,1.877953e+00
S494,2.619753e+00,2.551464e+00,6.828883e-02,1.550459e-02,4.617324e+00,4.093375e+00
S495,2.552696e+00,2.486948e+00,6.574731e-02,9.384246e-03,2.653426e+00,2.352616e+00
S496,2.915285e+00,2.836248e+00,7.903728e-02,1.053609e-02,3.885536e+00,3.446013e+00
S497,2.831616e+00,2.748438e+00,8.317807e-02,5.431517e-03,1.889729e+00,1.653424e+00
S498,2.720630e+00,2.647753e+00,7.287760e-02,2.530736e-02,8.128221e+00,7.231046e+00
S499,2.646060e+00,2.575349e+00,7.071127e-02,1.625463e-02,4.938400e+00,4.387049e+00
S500,2.859543e+00,2.786611e+00,7.293273e-02,1.285290e-01,4.560411e+01,4.083554e+01
S501,2.826395e+00,2.729916e+00,9.647936e-02,7.822218e-02,2.711473e+01,2.328801e+01
S502,2.832119e+00,2.743710e+00,8.840859e-02,1.053796e-01,3.667660e+01,3.181057e+01
S503,2.462123e+00,2.240564e+00,2.215597e-01,2.727250e-01,7.173880e+01,5.207448e+01
S504,2.802053e+00,2.708498e+00,9.355579e-02,1.053902e-01,3.590563e+01,3.091405e+01
S505,2.815906e+00,2.713146e+00,1.027602e-01,5.741338e-02,1.975418e+01,1.671025e+01
S506,2.832264e+00,2.736636e+00,9.562810e-02,9.277987e-02,3.229466e+01,2.769768e+01
S507,2.803850e+00,2.700981e+00,1.028687e-01,9.511465e-02,3.244639e+01,2.752055e+01
S508,2.800431e+00,2.702112e+00,9.831815e-02,9.970332e-02,3.392882e+01,2.886484e+01
S509,2.799882e+00,2.689685e+00,1.101969e-01,5.647129e-02,1.920952e+01,1.607816e+01
S510,2.789960e+00,2.679367e+00,1.105930e-01,5.573599e-02,1.882527e+01,1.571554e+01
S511,2.616035e+00,2.514582e+00,1.014528e-01,1.098673e-01,3.262609e+01,2.738237e+01
S512,2.616308e+00,2.520930e+00,9.537813e-02,1.465688e-01,4.353400e+01,3.695593e+01
S513,2.589292e+00,2.481872e+00,1.074200e-01,1.336821e-01,3.889062e+01,3.225571e+01
S514,2.584762e+00,2.477359e+00,1.074032e-01,1.407672e-01,4.080865e+01,3.384213e+01
S515,2.673040e+00,2.599785e+00,7.325520e-02,1.162045e-01,3.602827e+01,3.200931e+01
S516,2.326293e+00,1.649573e+00,6.767192e-01,1.164486e-03,2.734466e-01,9.566472e-02
S517,2.758715e+00,2.650768e+00,1.079470e-01,4.904383e-01,1.619600e+02,1.356470e+02
S518,2.564367e+00,1.914883e+00,6.494840e-01,1.414215e-03,4.035388e-01,1.677152e-01
S519,2.828060e+00,2.747637e+00,8.042246e-02,2.132875e-01,7.402052e+01,6.527749e+01
S520,2.470447e+00,1.846178e+00,6.242685e-01,1.690506e-03,4.476899e-01,1.848869e-01
S521,2.819932e+00,2.738996e+00,8.093580e-02,2.121482e-01,7.320253e+01,6.447217e+01
S522,2.650609e+00,2.325129e+00,3.254799e-01,2.429774e-01,7.407416e+01,4.912787e+01
S523,2.827839e+00,2.737324e+00,9.051487e-02,1.102205e-01,3.824559e+01,3.313802e+01
S524,2.750252e+00,2.637796e+00,1.124552e-01,6.914157e-02,2.269309e+01,1.877628e+01
S525,2.753837e+00,2.629023e+00,1.248137e-01,4.999832e-02,1.645286e+01,1.340068e+01
S526,2.711120e+00,2.584968e+00,1.261526e-01,4.689870e-02,1.495781e+01,1.204697e+01
S527,2.711584e+00,2.591940e+00,1.196437e-01,5.773815e-02,1.842122e+01,1.496362e+01
S528,2.800205e+00,2.683619e+00,1.165864e-01,8.870267e-02,3.018047e+01,2.536373e+01
