# sample_id: compound number in the SI
# fc_gap: vertical excitation energy in eV (frozen core approximation)
# fluo_peak_w: emission energy in eV
# fc_corr: energy difference between vertical excitation energy and emission energy in eV
# osc_strength: oscillator strength of vertical transition
# fluo_rate_abs: fluorescence rate estimated from oscillator strength and excitation energy of vertical transition, in 1e6 s-1
# fluo_rate_em: fluorescence rate estimated from Franck-Condon calculations, in 1e6 s-1
sample_id,fc_gap,fluo_peak_w,fc_corr,osc_strength,fluo_rate_abs,fluo_rate_em
S798,1.717683e+00,1.443411e+00,2.742712e-01,2.460231e-01,3.149715e+01,1.420674e+01
S799,1.812428e+00,1.595149e+00,2.172782e-01,3.178177e-01,4.530113e+01,2.570887e+01
S800,1.776942e+00,1.532025e+00,2.449173e-01,2.835312e-01,3.884696e+01,1.987610e+01
S801,1.759218e+00,1.508370e+00,2.508473e-01,2.532106e-01,3.400404e+01,1.697384e+01
S802,1.651947e+00,1.329815e+00,3.221323e-01,1.771794e-01,2.098046e+01,7.609259e+00
S803,1.780915e+00,1.512623e+00,2.682912e-01,2.428522e-01,3.342240e+01,1.593972e+01
S804,1.766704e+00,1.435346e+00,3.313583e-01,2.021500e-01,2.737859e+01,1.052380e+01
S805,1.662116e+00,1.356380e+00,3.057357e-01,2.107472e-01,2.526352e+01,9.866505e+00
S806,1.542611e+00,1.189521e+00,3.530899e-01,1.323372e-01,1.366483e+01,3.982590e+00
S807,1.587411e+00,1.237397e+00,3.500139e-01,1.433817e-01,1.567770e+01,4.826288e+00
S808,1.490426e+00,8.396648e-01,6.507610e-01,7.136734e-02,6.879071e+00,1.092854e+00
S809,1.704816e+00,1.423300e+00,2.815158e-01,2.397502e-01,3.023594e+01,1.323442e+01
S810,1.665576e+00,1.366951e+00,2.986250e-01,2.127828e-01,2.561385e+01,1.030287e+01
S811,1.695429e+00,1.417118e+00,2.783106e-01,2.205493e-01,2.750897e+01,1.212135e+01
S812,1.633804e+00,1.295879e+00,3.379254e-01,1.688234e-01,1.955430e+01,6.637330e+00
S813,1.648170e+00,1.032908e+00,6.152615e-01,1.202851e-01,1.417834e+01,3.290714e+00
S814,1.679400e+00,1.395167e+00,2.842325e-01,1.961345e-01,2.400334e+01,1.016091e+01
S815,2.383092e+00,2.299990e+00,8.310200e-02,2.618143e-01,6.451854e+01,5.489156e+01
S816,2.344170e+00,2.249175e+00,9.499473e-02,2.117737e-01,5.049631e+01,4.185039e+01
S817,2.333956e+00,2.254046e+00,7.991004e-02,2.458557e-01,5.811325e+01,4.980331e+01
S818,2.323582e+00,2.240737e+00,8.284508e-02,2.321686e-01,5.439127e+01,4.629049e+01
S819,2.342955e+00,2.259610e+00,8.334427e-02,2.438195e-01,5.807722e+01,4.952198e+01
S820,2.330402e+00,2.262236e+00,6.816681e-02,2.983187e-01,7.029945e+01,6.172205e+01
S821,2.282441e+00,2.205233e+00,7.720833e-02,4.169355e-01,9.424921e+01,8.063857e+01
S822,2.263131e+00,2.172896e+00,9.023513e-02,2.788638e-01,6.197563e+01,5.127393e+01
S823,2.307923e+00,2.223004e+00,8.491887e-02,3.997462e-01,9.239245e+01,7.801357e+01
S824,2.371504e+00,2.295962e+00,7.554197e-02,5.165082e-01,1.260476e+02,1.094112e+02
S825,2.282553e+00,2.203723e+00,7.882929e-02,4.056657e-01,9.171058e+01,7.830887e+01
S826,2.399056e+00,2.302237e+00,9.681966e-02,4.170964e-01,1.041662e+02,8.635787e+01
S827,2.196082e+00,2.074681e+00,1.214010e-01,3.066497e-01,6.417255e+01,4.936973e+01
S828,2.105427e+00,2.017136e+00,8.829061e-02,4.083942e-01,7.855420e+01,6.476798e+01
S829,2.454088e+00,2.342015e+00,1.120737e-01,3.560950e-01,9.305846e+01,7.510659e+01
S830,1.861175e+00,1.624548e+00,2.366265e-01,3.135024e-01,4.712211e+01,2.458893e+01
S831,2.281254e+00,2.209828e+00,7.142552e-02,4.894298e-01,1.105216e+02,9.572870e+01
S832,2.283922e+00,2.201788e+00,8.213404e-02,3.911612e-01,8.853767e+01,7.496696e+01
S833,2.253548e+00,2.203810e+00,4.973771e-02,5.512015e-01,1.214657e+02,1.104444e+02
S834,2.090947e+00,1.920377e+00,1.705700e-01,2.915423e-01,5.530915e+01,3.878588e+01
S835,2.315482e+00,2.259188e+00,5.629355e-02,7.752981e-01,1.803686e+02,1.623929e+02
S836,2.224707e+00,2.115093e+00,1.096141e-01,3.314170e-01,7.117539e+01,5.643428e+01
S837,2.085308e+00,1.818654e+00,2.666541e-01,2.703214e-01,5.100705e+01,2.831608e+01
S838,2.292292e+00,2.226609e+00,6.568211e-02,5.495943e-01,1.253117e+02,1.099260e+02
S839,2.392647e+00,2.280039e+00,1.126083e-01,1.057754e+00,2.627553e+02,2.130720e+02
S840,2.238228e+00,2.161483e+00,7.674493e-02,8.944889e-01,1.944433e+02,1.701738e+02
S841,2.217099e+00,2.114080e+00,1.030187e-01,2.857465e-01,6.094817e+01,4.880720e+01
S842,2.259724e+00,2.164774e+00,9.494971e-02,3.075167e-01,6.813796e+01,5.601246e+01
S843,2.219467e+00,2.022644e+00,1.968226e-01,9.653403e-04,2.063419e-01,1.321143e-01
S844,2.381358e+00,2.200200e+00,1.811577e-01,1.429814e-03,3.518346e-01,2.409133e-01
S845,2.428237e+00,2.229248e+00,1.989892e-01,5.377864e-04,1.375946e-01,9.127293e-02
S846,2.596317e+00,2.422813e+00,1.735041e-01,2.258348e-03,6.605655e-01,4.746013e-01
S847,2.113663e+00,1.880872e+00,2.327904e-01,1.946395e-03,3.773219e-01,2.141920e-01
S848,2.285575e+00,2.077639e+00,2.079354e-01,3.492487e-04,7.916536e-02,4.998219e-02
S849,2.220169e+00,1.965794e+00,2.543748e-01,2.817548e-03,6.026331e-01,3.334376e-01
S850,2.398898e+00,2.174349e+00,2.245491e-01,1.044198e-03,2.607450e-01,1.623699e-01
S851,2.303046e+00,2.064585e+00,2.384608e-01,2.328220e-03,5.358444e-01,3.154338e-01
S852,2.393167e+00,2.181463e+00,2.117040e-01,3.884666e-03,9.654043e-01,6.181003e-01
S853,2.526690e+00,2.294655e+00,2.320348e-01,1.603980e-03,4.443369e-01,2.792555e-01
S854,2.638675e+00,2.443062e+00,1.956123e-01,4.721494e-03,1.426464e+00,9.853437e-01
S855,2.205766e+00,1.937608e+00,2.681576e-01,2.074952e-03,4.380629e-01,2.326249e-01
S856,2.307141e+00,2.085773e+00,2.213684e-01,1.340186e-04,3.095444e-02,1.903662e-02
S857,2.368230e+00,2.092521e+00,2.757091e-01,3.084935e-03,7.507638e-01,4.098565e-01
S858,2.503030e+00,2.277930e+00,2.251004e-01,1.384641e-04,3.764253e-02,2.389767e-02
S859,2.174549e+00,1.956491e+00,2.180573e-01,4.031602e-03,8.272282e-01,4.974860e-01
S860,2.484646e+00,2.248298e+00,2.363474e-01,9.890461e-04,2.649446e-01,1.635159e-01
S861,2.461908e+00,2.222412e+00,2.394959e-01,1.446021e-03,3.803015e-01,2.316971e-01
S862,2.644414e+00,2.407592e+00,2.368212e-01,7.341781e-04,2.227767e-01,1.414731e-01
S863,2.172695e+00,1.874728e+00,2.979672e-01,2.545857e-03,5.214843e-01,2.519707e-01
S864,2.356887e+00,2.058024e+00,2.988633e-01,8.794478e-04,2.119811e-01,1.089164e-01
S865,2.194206e+00,1.890543e+00,3.036624e-01,4.122996e-03,8.613451e-01,4.140041e-01
S866,2.380201e+00,2.070882e+00,3.093187e-01,2.115643e-03,5.200908e-01,2.621594e-01
S867,2.538027e+00,2.097376e+00,4.406506e-01,4.989785e-03,1.394709e+00,7.436223e-01
S868,2.645713e+00,2.373141e+00,2.725717e-01,4.658586e-03,1.414976e+00,8.281839e-01
S869,2.706600e+00,2.414741e+00,2.918594e-01,3.343966e-03,1.062967e+00,6.056426e-01
S870,2.839726e+00,2.576992e+00,2.627339e-01,3.310761e-03,1.158484e+00,7.191892e-01
S871,2.422931e+00,1.923129e+00,4.998025e-01,3.706546e-03,9.441938e-01,4.133761e-01
S872,2.541483e+00,2.083431e+00,4.580517e-01,3.121826e-04,8.749688e-02,4.405416e-02
S873,2.459663e+00,1.979573e+00,4.800907e-01,5.999031e-03,1.574860e+00,7.355381e-01
S874,2.606779e+00,2.154151e+00,4.526286e-01,1.489035e-03,4.390591e-01,2.283878e-01
S875,2.294061e+00,2.072116e+00,2.219450e-01,3.970069e-03,9.066038e-01,5.540438e-01
S876,2.384180e+00,2.158260e+00,2.259203e-01,1.428747e-03,3.524057e-01,2.182188e-01
S877,2.242275e+00,2.030038e+00,2.122366e-01,6.897355e-03,1.504769e+00,9.328289e-01
S878,2.346169e+00,2.117869e+00,2.283003e-01,2.904827e-03,6.938225e-01,4.232049e-01
S879,2.476512e+00,2.282928e+00,1.935841e-01,9.661344e-03,2.571154e+00,1.740873e+00
S880,2.022182e+00,1.758897e+00,2.632853e-01,1.686144e-04,2.991884e-02,1.508954e-02
S881,2.162933e+00,1.939034e+00,2.238989e-01,2.310434e-03,4.690177e-01,2.759942e-01
S882,2.162008e+00,1.888288e+00,2.737202e-01,6.597319e-04,1.338110e-01,6.908500e-02
S883,2.303283e+00,2.081874e+00,2.214086e-01,2.600386e-03,5.986072e-01,3.673856e-01
S884,2.211482e+00,1.949430e+00,2.620518e-01,8.330367e-03,1.767830e+00,9.571214e-01
S885,2.427193e+00,2.139062e+00,2.881307e-01,3.367005e-03,8.607203e-01,4.624786e-01
S886,2.483438e+00,2.233766e+00,2.496717e-01,1.134050e-02,3.034927e+00,1.813933e+00
S887,2.091755e+00,1.763202e+00,3.285529e-01,1.782359e-05,3.383970e-03,1.441659e-03
S888,2.135966e+00,1.869938e+00,2.660277e-01,3.051429e-03,6.040896e-01,3.153851e-01
S889,2.312166e+00,1.818546e+00,4.936192e-01,2.583424e-04,5.992985e-02,2.785272e-02
S890,2.389113e+00,2.115209e+00,2.739038e-01,2.894558e-03,7.169107e-01,3.951660e-01
S891,2.388648e+00,2.176114e+00,2.125346e-01,2.922140e-03,7.234609e-01,4.624731e-01
S892,2.593133e+00,2.387889e+00,2.052436e-01,1.642141e-03,4.791480e-01,3.228219e-01
S893,2.503443e+00,2.268070e+00,2.353738e-01,2.448875e-03,6.659655e-01,4.128888e-01
S894,2.371852e+00,2.117953e+00,2.538985e-01,5.710897e-03,1.394084e+00,8.025160e-01
S895,2.376830e+00,2.121142e+00,2.556879e-01,1.763719e-03,4.323498e-01,2.487229e-01
S896,2.539574e+00,2.299026e+00,2.405482e-01,6.097143e-03,1.706309e+00,1.052556e+00
S897,2.266725e+00,1.950266e+00,3.164584e-01,8.469510e-04,1.888276e-01,8.947325e-02
S898,2.117212e+00,1.806781e+00,3.104312e-01,7.626503e-04,1.483419e-01,6.777246e-02
S899,2.284360e+00,1.978449e+00,3.059110e-01,1.102621e-03,2.496691e-01,1.231399e-01
S900,2.481519e+00,2.036774e+00,4.447455e-01,1.009385e-02,2.697128e+00,1.372309e+00
S901,2.620108e+00,2.139558e+00,4.805504e-01,2.785606e-03,8.297890e-01,4.077526e-01
S902,2.706876e+00,2.276627e+00,4.302491e-01,1.025728e-02,3.261206e+00,1.822619e+00
S903,2.328704e+00,1.759267e+00,5.694378e-01,1.991543e-04,4.686278e-02,1.586251e-02
S904,2.397131e+00,1.908379e+00,4.887512e-01,2.537472e-03,6.326947e-01,2.738988e-01
S905,2.397580e+00,1.878163e+00,5.194171e-01,9.257035e-04,2.309020e-01,9.329942e-02
S906,2.454771e+00,2.225127e+00,2.296441e-01,3.834000e-05,1.002498e-02,6.231473e-03
S907,2.533358e+00,2.338078e+00,1.952808e-01,3.975761e-03,1.107192e+00,7.536943e-01
S908,2.743560e+00,2.544558e+00,1.990021e-01,2.083925e-03,6.806447e-01,4.740273e-01
S909,2.620607e+00,2.400242e+00,2.203656e-01,9.241907e-04,2.754070e-01,1.804614e-01
S910,2.865259e+00,2.671179e+00,1.940793e-01,1.650496e-04,5.879653e-02,4.196394e-02
S911,2.256663e+00,1.992992e+00,2.636715e-01,6.408243e-03,1.416061e+00,7.720522e-01
S912,2.487530e+00,2.023584e+00,4.639463e-01,1.107717e-02,2.974234e+00,1.459604e+00
S913,2.148493e+00,1.817020e+00,3.314731e-01,3.871714e-03,7.754983e-01,3.364925e-01
S914,2.172467e+00,1.873932e+00,2.985353e-01,4.391801e-03,8.994120e-01,4.332515e-01
S915,2.390544e+00,1.852631e+00,5.379128e-01,6.777230e-03,1.680565e+00,6.495484e-01
S916,2.477883e+00,2.229736e+00,2.481471e-01,5.175449e-03,1.378857e+00,8.257350e-01
S917,2.661122e+00,2.214070e+00,4.470525e-01,8.370220e-03,2.572030e+00,1.387273e+00
S918,2.171411e+00,1.848214e+00,3.231971e-01,4.443710e-03,9.091583e-01,4.104354e-01
S919,2.337802e+00,2.045691e+00,2.921107e-01,3.936125e-03,9.334561e-01,4.852783e-01
S920,2.429702e+00,1.932940e+00,4.967619e-01,7.256188e-03,1.858764e+00,8.159938e-01
S921,2.246398e+00,2.000609e+00,2.457889e-01,8.050709e-03,1.762856e+00,1.007329e+00
S922,2.535783e+00,2.092660e+00,4.431230e-01,1.128921e-02,3.149903e+00,1.646414e+00
S923,2.388455e+00,1.884313e+00,5.041419e-01,4.421268e-04,1.094437e-01,5.003939e-02
S924,2.181667e+00,1.932639e+00,2.490279e-01,2.912950e-03,6.016163e-01,3.338386e-01
S925,2.477341e+00,1.985249e+00,4.920921e-01,3.680499e-03,9.801392e-01,4.410445e-01
S926,2.507803e+00,2.288294e+00,2.195091e-01,8.413535e-03,2.296016e+00,1.478804e+00
S927,2.769542e+00,2.348580e+00,4.209619e-01,9.682029e-03,3.222493e+00,1.882586e+00
S928,2.437193e+00,1.951981e+00,4.852119e-01,4.320089e-04,1.113479e-01,5.176770e-02
S929,2.403655e+00,2.178597e+00,2.250572e-01,1.098990e-03,2.755163e-01,1.712336e-01
S930,2.589922e+00,2.122442e+00,4.674802e-01,1.004809e-03,2.924600e-01,1.450301e-01
S931,2.597513e+00,2.405673e+00,1.918395e-01,8.171315e-04,2.392307e-01,1.655281e-01
S932,2.624564e+00,2.425688e+00,1.988752e-01,1.113597e-04,3.328526e-02,2.281131e-02
S933,2.809032e+00,2.632741e+00,1.762902e-01,1.669969e-03,5.717830e-01,4.199320e-01
S934,2.526958e+00,2.316704e+00,2.102539e-01,9.951060e-04,2.757243e-01,1.812607e-01
S935,2.414501e+00,2.162848e+00,2.516526e-01,4.106256e-03,1.038748e+00,6.086423e-01
S936,2.612881e+00,2.389122e+00,2.237592e-01,2.205080e-03,6.532408e-01,4.245770e-01
S937,2.560466e+00,2.337449e+00,2.230169e-01,2.982089e-03,8.483363e-01,5.465885e-01
S938,2.682084e+00,2.450621e+00,2.314631e-01,8.254174e-04,2.576487e-01,1.666081e-01
S939,2.807132e+00,2.605993e+00,2.011396e-01,3.821388e-03,1.306642e+00,9.143838e-01
S940,2.487861e+00,2.266878e+00,2.209831e-01,9.832086e-05,2.640630e-02,1.684626e-02
S941,2.514747e+00,2.240370e+00,2.743774e-01,3.154577e-03,8.656443e-01,4.926888e-01
S942,2.666135e+00,2.447795e+00,2.183404e-01,5.984235e-04,1.845792e-01,1.221472e-01
S943,2.084343e+00,1.825866e+00,2.584774e-01,2.967785e-03,5.594747e-01,2.934489e-01
S944,2.006600e+00,1.711532e+00,2.950681e-01,2.033694e-04,3.553176e-02,1.615041e-02
S945,2.319422e+00,2.074045e+00,2.453773e-01,3.233213e-03,7.547503e-01,4.386608e-01
S946,2.152681e+00,1.896632e+00,2.560495e-01,6.750406e-03,1.357372e+00,7.310739e-01
S947,2.403732e+00,2.180071e+00,2.236608e-01,8.306784e-03,2.082641e+00,1.297950e+00
S948,2.714299e+00,2.483677e+00,2.306214e-01,4.879596e-04,1.559943e-01,1.015152e-01
S949,2.878838e+00,2.650955e+00,2.278833e-01,4.404681e-04,1.584012e-01,1.063525e-01
S950,2.619987e+00,2.325099e+00,2.948873e-01,1.506574e-03,4.487436e-01,2.498289e-01
S951,2.423341e+00,2.121338e+00,3.020030e-01,5.613290e-03,1.430395e+00,7.453106e-01
S952,2.624185e+00,2.313381e+00,3.108042e-01,3.447806e-03,1.030247e+00,5.551457e-01
S953,2.812290e+00,2.545329e+00,2.669619e-01,4.101966e-03,1.407738e+00,8.640035e-01
S954,2.890039e+00,2.602608e+00,2.874312e-01,1.968781e-03,7.135334e-01,4.265026e-01
S955,3.029915e+00,2.775800e+00,2.541152e-01,3.240699e-03,1.290950e+00,8.417526e-01
S956,2.739084e+00,2.298487e+00,4.405964e-01,1.261708e-05,4.107514e-03,2.272037e-03
S957,2.659503e+00,2.176999e+00,4.825038e-01,5.780876e-03,1.774207e+00,8.796459e-01
S958,2.642109e+00,2.245827e+00,3.962816e-01,5.546749e-04,1.680155e-01,1.045204e-01
S959,2.238356e+00,1.994184e+00,2.441724e-01,5.756523e-04,1.251493e-01,7.136036e-02
S960,2.108374e+00,1.835281e+00,2.730934e-01,2.054083e-03,3.962078e-01,2.004558e-01
S961,2.468523e+00,2.219548e+00,2.489748e-01,3.699769e-04,9.782696e-02,5.821508e-02
S962,2.276597e+00,2.039040e+00,2.375567e-01,1.940769e-03,4.364712e-01,2.557361e-01
S963,2.180785e+00,1.939926e+00,2.408592e-01,3.332208e-06,6.876498e-04,3.899278e-04
S964,2.531466e+00,2.304221e+00,2.272450e-01,3.082028e-03,8.570185e-01,5.442218e-01
S965,2.389953e+00,2.151249e+00,2.387045e-01,7.696941e-03,1.907684e+00,1.144799e+00
S966,2.589578e+00,2.369422e+00,2.201565e-01,1.042474e-02,3.033422e+00,1.975092e+00
S967,2.345559e+00,2.096877e+00,2.486824e-01,3.484606e-03,8.318709e-01,4.817303e-01
S968,2.224187e+00,1.929307e+00,2.948793e-01,1.331560e-03,2.858333e-01,1.420628e-01
S969,2.416045e+00,2.164574e+00,2.514711e-01,4.040050e-03,1.023308e+00,6.006028e-01
S970,2.286803e+00,2.019696e+00,2.671064e-01,1.031221e-02,2.340015e+00,1.278418e+00
S971,2.531084e+00,2.275861e+00,2.552227e-01,1.359325e-02,3.778730e+00,2.255538e+00
S972,2.221901e+00,1.965311e+00,2.565902e-01,5.197348e-03,1.113373e+00,6.129680e-01
S973,2.273285e+00,1.782085e+00,4.912000e-01,8.951616e-04,2.007330e-01,8.843518e-02
S974,2.397515e+00,2.125038e+00,2.724775e-01,5.109165e-03,1.274331e+00,7.058627e-01
S975,2.193803e+00,1.932623e+00,2.611805e-01,2.899828e-03,6.055879e-01,3.264926e-01
S976,2.145582e+00,1.858448e+00,2.871343e-01,7.752550e-05,1.548618e-02,7.656495e-03
S977,2.396120e+00,2.139993e+00,2.561275e-01,3.564230e-03,8.879583e-01,5.131821e-01
S978,2.216753e+00,1.915172e+00,3.015814e-01,3.276773e-04,6.986999e-02,3.405238e-02
S979,2.314182e+00,2.041423e+00,2.727588e-01,5.900958e-03,1.371283e+00,7.428466e-01
S980,2.299993e+00,2.011718e+00,2.882758e-01,1.990092e-03,4.568103e-01,2.363946e-01
S981,2.532435e+00,2.289213e+00,2.432211e-01,7.377440e-03,2.053013e+00,1.258658e+00
S982,2.566107e+00,2.300448e+00,2.656584e-01,8.622958e-03,2.463855e+00,1.447076e+00
S983,2.717544e+00,2.455948e+00,2.615955e-01,9.594188e-03,3.074475e+00,1.880668e+00
S984,2.524852e+00,2.039472e+00,4.853795e-01,2.747554e-03,7.600243e-01,3.850021e-01
S985,2.466762e+00,2.226258e+00,2.405039e-01,9.631629e-05,2.543103e-02,1.771463e-02
S986,2.549852e+00,2.256013e+00,2.938389e-01,1.417791e-02,3.999924e+00,2.188321e+00
S987,2.614393e+00,2.378268e+00,2.361243e-01,3.425525e-05,1.015964e-02,6.443986e-03
S988,2.360595e+00,2.116072e+00,2.445234e-01,2.357647e-05,5.700743e-03,3.344328e-03
S989,2.431573e+00,2.289373e+00,1.421999e-01,4.094468e-11,1.050465e-08,7.868999e-09
S990,2.323212e+00,2.136770e+00,1.864419e-01,3.450214e-07,8.080410e-05,5.394931e-05
S991,2.379491e+00,2.155321e+00,2.241698e-01,6.262757e-05,1.538662e-02,9.549432e-03
S992,2.268384e+00,2.035377e+00,2.330065e-01,1.600873e-03,3.574369e-01,2.113062e-01
S993,2.598273e+00,2.375569e+00,2.227045e-01,4.392245e-04,1.286666e-01,8.350331e-02
S994,2.401789e+00,2.144289e+00,2.575005e-01,2.057936e-03,5.151232e-01,2.965226e-01
S995,2.461906e+00,2.228969e+00,2.329370e-01,1.459952e-03,3.839646e-01,2.376163e-01
S996,2.393262e+00,2.168630e+00,2.246323e-01,3.240813e-04,8.054601e-02,4.996858e-02
S997,2.697552e+00,2.492587e+00,2.049648e-01,2.849964e-03,8.998882e-01,6.158727e-01
S998,2.376303e+00,2.113745e+00,2.625579e-01,5.328542e-14,1.305634e-11,8.461487e-12
S999,2.453168e+00,2.171768e+00,2.814004e-01,4.568931e-03,1.193105e+00,6.555778e-01
S1000,2.061999e+00,1.772305e+00,2.896939e-01,8.872615e-03,1.636959e+00,7.784105e-01
S1001,2.345977e+00,2.033365e+00,3.126120e-01,8.747447e-03,2.089000e+00,1.028527e+00
S1002,2.367691e+00,1.884950e+00,4.827409e-01,1.322730e-02,3.217591e+00,1.417172e+00
S1003,2.661554e+00,2.380233e+00,2.813215e-01,3.179232e-03,9.772427e-01,5.656541e-01
S1004,2.689502e+00,2.388397e+00,3.011053e-01,8.876182e-03,2.785990e+00,1.551666e+00
S1005,2.155538e+00,1.878612e+00,2.769255e-01,9.437520e-03,1.902737e+00,9.713774e-01
S1006,2.539560e+00,2.237906e+00,3.016541e-01,8.997603e-03,2.517986e+00,1.349173e+00
S1007,2.437945e+00,2.129632e+00,3.083130e-01,1.463608e-02,3.774696e+00,1.938573e+00
S1008,2.419028e+00,2.141686e+00,2.773422e-01,2.977863e-03,7.561296e-01,4.174757e-01
S1009,2.586666e+00,2.266092e+00,3.205742e-01,5.343945e-03,1.551502e+00,8.040758e-01
S1010,2.277918e+00,1.947439e+00,3.304790e-01,3.175015e-03,7.148774e-01,3.281794e-01
S1011,2.336286e+00,2.050506e+00,2.857792e-01,1.818695e-03,4.307460e-01,2.272796e-01
S1012,2.457908e+00,1.972220e+00,4.856878e-01,3.999954e-03,1.048566e+00,4.760036e-01
S1013,2.668030e+00,2.399108e+00,2.689223e-01,2.569115e-03,7.935507e-01,4.724199e-01
S1014,2.790880e+00,2.485532e+00,3.053480e-01,3.367240e-03,1.138062e+00,6.417267e-01
S1015,2.375723e+00,2.073966e+00,3.017567e-01,3.391274e-03,8.305466e-01,4.248496e-01
S1016,2.596508e+00,2.324733e+00,2.717752e-01,1.212115e-03,3.545951e-01,2.065602e-01
S1017,2.440069e+00,2.203362e+00,2.367070e-01,5.479229e-06,1.415576e-03,8.623079e-04
S1018,2.567637e+00,2.401329e+00,1.663076e-01,2.993663e-04,8.564058e-02,6.222997e-02
S1019,2.790196e+00,2.619958e+00,1.702377e-01,8.447335e-04,2.853636e-01,2.112141e-01
S1020,2.440665e+00,2.254957e+00,1.857077e-01,4.068134e-03,1.051529e+00,7.197245e-01
S1021,2.594072e+00,2.379746e+00,2.143257e-01,4.894973e-03,1.429302e+00,9.429150e-01
S1022,2.599216e+00,2.382599e+00,2.166169e-01,9.084189e-04,2.663057e-01,1.751416e-01
S1023,2.852982e+00,2.647413e+00,2.055686e-01,1.561907e-03,5.516490e-01,3.848885e-01
S1024,2.502933e+00,2.289472e+00,2.134609e-01,9.932852e-04,2.700112e-01,1.756757e-01
S1025,2.740018e+00,2.523269e+00,2.167488e-01,3.280486e-03,1.068697e+00,7.173970e-01
S1026,2.425603e+00,2.169622e+00,2.559810e-01,4.558992e-03,1.163906e+00,6.765117e-01
S1027,2.651052e+00,2.386052e+00,2.649998e-01,3.525055e-03,1.075008e+00,6.420272e-01
S1028,2.762188e+00,2.530432e+00,2.317558e-01,7.190003e-04,2.380372e-01,1.556755e-01
S1029,2.421956e+00,2.150788e+00,2.711684e-01,6.188672e-03,1.575214e+00,8.822144e-01
S1030,2.493916e+00,2.214895e+00,2.790208e-01,7.672144e-03,2.070569e+00,1.161106e+00
S1031,2.787748e+00,2.533993e+00,2.537550e-01,3.045133e-04,1.026888e-01,6.437652e-02
S1032,2.976927e+00,2.727884e+00,2.490429e-01,9.239591e-05,3.553028e-02,2.319100e-02
S1033,2.636584e+00,2.349835e+00,2.867496e-01,3.809687e-03,1.149164e+00,6.513674e-01
S1034,2.489341e+00,2.257958e+00,2.313830e-01,1.145775e-05,3.080900e-03,1.922994e-03
S1035,2.418290e+00,2.164675e+00,2.536151e-01,5.879908e-03,1.492096e+00,8.729881e-01
S1036,2.611411e+00,2.337688e+00,2.737226e-01,1.538483e-03,4.552528e-01,2.649013e-01
S1037,2.686065e+00,2.511583e+00,1.744815e-01,6.291211e-03,1.969594e+00,1.427671e+00
S1038,2.333827e+00,2.152229e+00,1.815980e-01,2.807561e-03,6.635540e-01,4.508374e-01
S1039,2.519065e+00,2.322285e+00,1.967801e-01,4.065207e-03,1.119363e+00,7.568255e-01
S1040,2.703007e+00,2.434819e+00,2.681883e-01,8.859964e-03,2.808898e+00,1.688115e+00
S1041,2.342011e+00,2.075030e+00,2.669816e-01,2.561802e-03,6.097236e-01,3.378898e-01
S1042,2.642363e+00,2.365919e+00,2.764442e-01,3.788619e-03,1.147825e+00,6.673356e-01
S1043,2.395857e+00,2.080427e+00,3.154299e-01,4.213948e-03,1.049592e+00,5.215737e-01
S1044,2.646459e+00,2.404647e+00,2.418126e-01,3.239117e-03,9.843888e-01,6.187220e-01
S1045,2.625173e+00,2.127153e+00,4.980195e-01,2.999141e-04,8.968549e-02,4.486789e-02
S1046,2.871699e+00,2.612456e+00,2.592429e-01,2.109430e-03,7.548357e-01,4.761148e-01
S1047,2.676198e+00,2.460798e+00,2.154003e-01,1.621849e-03,5.040302e-01,3.363302e-01
S1048,2.412773e+00,2.162719e+00,2.500536e-01,4.568824e-03,1.154109e+00,6.781476e-01
S1049,2.698253e+00,2.266672e+00,4.315807e-01,7.940981e-04,2.508702e-01,1.477170e-01
S1050,2.336329e+00,2.164001e+00,1.723275e-01,4.805708e-04,1.138243e-01,7.885766e-02
S1051,2.274800e+00,2.056500e+00,2.183001e-01,2.050553e-05,4.604338e-03,2.823181e-03
S1052,2.341216e+00,2.069550e+00,2.716658e-01,1.092805e-02,2.599173e+00,1.422039e+00
S1053,2.681901e+00,2.462794e+00,2.191069e-01,5.841230e-03,1.823054e+00,1.207081e+00
S1054,2.549831e+00,2.220004e+00,3.298273e-01,4.473858e-03,1.262161e+00,6.349300e-01
S1055,2.874142e+00,2.615964e+00,2.581772e-01,9.439628e-04,3.383614e-01,2.141670e-01
S1056,2.588945e+00,2.079458e+00,5.094867e-01,5.176906e-03,1.505655e+00,6.759837e-01
S1057,2.850965e+00,2.413690e+00,4.372750e-01,5.899412e-03,2.080664e+00,1.199660e+00
S1058,2.400152e+00,1.945761e+00,4.543910e-01,5.478212e-03,1.369385e+00,6.878742e-01
S1059,2.633499e+00,2.138266e+00,4.952332e-01,6.558695e-03,1.973756e+00,9.342834e-01
S1060,2.652509e+00,2.184333e+00,4.681762e-01,2.535113e-03,7.739639e-01,3.899531e-01
S1061,2.946273e+00,2.673188e+00,2.730843e-01,7.621748e-03,2.870847e+00,1.781778e+00
S1062,2.672826e+00,2.193406e+00,4.794193e-01,1.186907e-03,3.679320e-01,1.862735e-01
S1063,2.649384e+00,2.233551e+00,4.158331e-01,6.657277e-04,2.027664e-01,1.225760e-01
S1064,3.019305e+00,2.867522e+00,1.517833e-01,1.595583e-03,6.311648e-01,4.939129e-01
S1065,2.775289e+00,2.331618e+00,4.436714e-01,1.115679e-03,3.728770e-01,2.109170e-01
